country_code,country_name_tourism,year,value,indicator,country_name_wdi,EN.POP.DNST,IS.AIR.PSGR,IT.NET.USER.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SH.MED.BEDS.ZS,SH.XPD.CHEX.PC.CD,SP.DYN.LE00.IN,SP.POP.TOTL
S4,Other small states,2021,,ST.INT.ARVL,Other small states,45.6204722862817,,,171465890505.668,7.74005616712579,13671.456548983,,1172.49404063857,71.7699719301416,12541889.0
S4,Other small states,2020,,ST.INT.ARVL,Other small states,45.1674062811457,,,145642308336.75,-5.79719347818802,11728.9524519274,,992.511575571232,72.5097097789427,12417333.0
S4,Other small states,2019,51930012.4665974,ST.INT.ARVL,Other small states,44.6748012134527,13862604.4751241,,158082460872.925,4.3378061036871,12871.1657622001,,933.764210955297,72.6570116424877,12281907.0
S4,Other small states,2018,51524462.8351512,ST.INT.ARVL,Other small states,44.1414058010025,16978786.642642,,157519922450.079,4.41884745536811,12980.3425379993,3.09500234952871,918.967151885942,72.4217850423792,12135267.0
S2,Pacific island small states,2024,,ST.INT.ARVL,Pacific island small states,,,,11977251413.7163,4.00145098516238,4399.41105391407,,,,2722467.0
S2,Pacific island small states,2023,,ST.INT.ARVL,Pacific island small states,,,,11168877227.3837,5.05453814756179,4153.19706628517,,,69.2745949035856,2689224.0
S2,Pacific island small states,2022,,ST.INT.ARVL,Pacific island small states,41.4037256430242,,,10328388317.1998,9.37496227830425,3888.62868011839,,219.941936686575,69.1004348993561,2656049.0
S2,Pacific island small states,2021,,ST.INT.ARVL,Pacific island small states,40.9274045206547,449526.842,,9581825673.82542,-2.68886923051545,3649.53388709298,,264.308702277573,67.4810209240703,2625493.0
S2,Pacific island small states,2020,,ST.INT.ARVL,Pacific island small states,40.460202650039,787299.92,,9515415337.73428,-10.1509279374191,3666.08926363725,,227.952101156833,68.3568108792759,2595522.0
S2,Pacific island small states,2019,1752269.77187474,ST.INT.ARVL,Pacific island small states,40.0414029618083,2609710.5531334,,10712120596.8045,1.1536188414301,4170.32120953703,,225.932251105481,68.6421578303985,2568656.0
S2,Pacific island small states,2018,1928869.84006484,ST.INT.ARVL,Pacific island small states,39.626017147311,2681606.0,,10792820189.4419,2.76809485992598,4245.78362603826,,217.301131379356,68.5825887890247,2542009.0
V4,Post-demographic dividend,2024,,ST.INT.ARVL,Post-demographic dividend,,,,63040640005163.4,1.7925252956905,55865.7865373976,,,,1128430188.0
V4,Post-demographic dividend,2023,,ST.INT.ARVL,Post-demographic dividend,,,,60538844740701.7,1.86086159205388,53961.341810452,,,80.8228346378274,1121892872.0
V4,Post-demographic dividend,2022,,ST.INT.ARVL,Post-demographic dividend,35.8682354989274,,,57128680173110.1,2.73537662870143,51102.3562661077,,6984.79144973527,80.1978532076615,1117926537.0
V4,Post-demographic dividend,2021,,ST.INT.ARVL,Post-demographic dividend,35.8247013958893,1067970234.934,,55855082520061.0,5.67921579694656,50022.0389228787,,6837.68285992763,79.7955815488505,1116609473.0
V4,Post-demographic dividend,2020,,ST.INT.ARVL,Post-demographic dividend,35.6359337390826,730930007.4665,,50140341964133.7,-4.07885321043369,44887.3835189149,5.40752668923684,6348.53441356553,80.0659140743109,1117025276.0
V4,Post-demographic dividend,2019,1275198369.71218,ST.INT.ARVL,Post-demographic dividend,35.5674632755163,2176459264.46508,,51135209515081.4,1.83639112828892,45864.970468297,5.48225931156395,5830.5698024451,80.9700933374947,1114907717.0
V4,Post-demographic dividend,2018,1257774889.54502,ST.INT.ARVL,Post-demographic dividend,35.4548360427958,2089907217.41444,,50599156664416.6,2.24541979474166,45528.3268108868,5.53795154466063,5714.04822013046,80.7442826647034,1111377470.0
V1,Pre-demographic dividend,2024,,ST.INT.ARVL,Pre-demographic dividend,,,,1426898998276.72,3.09973287185412,1290.20000126508,,,,1105951788.0
V1,Pre-demographic dividend,2023,,ST.INT.ARVL,Pre-demographic dividend,,,,1527124866810.94,2.28536883876953,1416.33353040951,,,62.1636298902791,1078224044.0
V1,Pre-demographic dividend,2022,,ST.INT.ARVL,Pre-demographic dividend,51.7611956981529,,,1658497791360.45,4.29857927800728,1577.71627123527,,67.5807973137606,61.3832880029503,1051201551.0
V1,Pre-demographic dividend,2021,,ST.INT.ARVL,Pre-demographic dividend,50.4690763570164,15075193.281,,1447970750253.63,3.18732049747442,1412.70908920903,,64.6270770066943,60.2752505117259,1024960313.0
V1,Pre-demographic dividend,2020,,ST.INT.ARVL,Pre-demographic dividend,49.1722883716943,10279740.062,,1318892160079.38,-2.53540855344319,1320.70911111119,,58.7104287611817,60.5012070014439,998624261.0
V1,Pre-demographic dividend,2019,,ST.INT.ARVL,Pre-demographic dividend,47.8761105936639,28357862.0622005,,1435723143391.13,3.34123143574784,1476.62187329691,,57.5729129465807,60.5568008955552,972302503.0
V1,Pre-demographic dividend,2018,,ST.INT.ARVL,Pre-demographic dividend,46.5966013671188,28768397.3600062,,1362634002287.22,2.62073084017263,1439.93370870327,,56.0676660532705,60.2074724802348,946317177.0
S1,Small states,2024,,ST.INT.ARVL,Small states,,,75.7,309361541400.629,6.19207435277293,15291.69576976,,,,20230689.0
S1,Small states,2023,,ST.INT.ARVL,Small states,,,73.5,285189556483.076,4.65816169044288,14222.966048012,,,72.9007197557042,20051342.0
S1,Small states,2022,,ST.INT.ARVL,Small states,26.9157002086878,,72.3,269954645297.005,7.67919806073043,13598.1107991474,,976.579804644009,72.3794678577605,19852364.0
S1,Small states,2021,,ST.INT.ARVL,Small states,26.6359353738561,5843535.584,70.7,243009421520.273,6.9162272557131,12369.0639776112,,980.511980680234,70.7756825891382,19646549.0
S1,Small states,2020,,ST.INT.ARVL,Small states,26.399502296387,6944153.031,66.4,208338277477.527,-6.94107249427533,10699.2911713647,,846.764545494012,71.8255552822673,19472157.0
S1,Small states,2019,79086475.9232005,ST.INT.ARVL,Small states,26.157554001711,22982275.579338,62.7,230723882097.479,3.19524875897925,11958.5107041682,,814.855753907928,72.0009607335469,19293697.0
S1,Small states,2018,78864839.6236104,ST.INT.ARVL,Small states,25.8745222195669,26125093.8846304,58.3,229205977078.088,3.39672634992898,12009.7862050813,,797.345744494367,71.8640735615265,19084934.0
8S,South Asia,2024,,ST.INT.ARVL,South Asia,,,52.3,4514924632400.27,6.2248422535276,2691.64556264089,,,,1677384532.0
8S,South Asia,2023,,ST.INT.ARVL,South Asia,,,48.9,4210278492152.87,8.50511785369001,2532.37560051691,,,72.3247648783903,1662580579.0
8S,South Asia,2022,,ST.INT.ARVL,South Asia,492.382623595388,,47.3,3930640282535.14,7.10115392632341,2385.08341578414,,79.0444496715748,72.0115731308447,1648009565.0
8S,South Asia,2021,,ST.INT.ARVL,South Asia,488.431572059838,91438001.434,45.6,3717045071833.11,9.24659959715393,2273.72055798689,1.57563128461018,75.0718153271172,67.8215299767513,1634785356.0
8S,South Asia,2020,,ST.INT.ARVL,South Asia,484.334799417988,75515185.694,42.5,3172770463749.49,-4.98750173641923,1957.20343722686,1.63092446124431,63.8982524233205,70.3622206982499,1621073417.0
8S,South Asia,2019,27102764.1528023,ST.INT.ARVL,South Asia,479.655227185199,182499352.675124,29.7,3318484576527.33,4.09454306494122,2067.05975687637,1.56307928270365,60.8005548786456,70.9975623145981,1605412986.0
8S,South Asia,2018,26712613.6296487,ST.INT.ARVL,South Asia,474.800737015142,181588446.62766,20.9,3159841615195.07,6.39366632536145,1988.3663331799,1.57813687399807,57.6271200102098,70.6523573971364,1589164714.0
T5,South Asia (IDA & IBRD),2024,,ST.INT.ARVL,South Asia (IDA & IBRD),,,52.3,4514924632400.27,6.2248422535276,2691.64556264089,,,,1677384532.0
T5,South Asia (IDA & IBRD),2023,,ST.INT.ARVL,South Asia (IDA & IBRD),,,48.9,4210278492152.87,8.50511785369001,2532.37560051691,,,72.3247648783903,1662580579.0
T5,South Asia (IDA & IBRD),2022,,ST.INT.ARVL,South Asia (IDA & IBRD),492.382623595388,,47.3,3930640282535.14,7.10115392632341,2385.08341578414,,79.0444496715748,72.0115731308447,1648009565.0
T5,South Asia (IDA & IBRD),2021,,ST.INT.ARVL,South Asia (IDA & IBRD),488.431572059838,91438001.434,45.6,3717045071833.11,9.24659959715393,2273.72055798689,1.57563128461018,75.0718153271172,67.8215299767513,1634785356.0
T5,South Asia (IDA & IBRD),2020,,ST.INT.ARVL,South Asia (IDA & IBRD),484.334799417988,75515185.694,42.5,3172770463749.49,-4.98750173641923,1957.20343722686,1.63092446124431,63.8982524233205,70.3622206982499,1621073417.0
T5,South Asia (IDA & IBRD),2019,26260132.181425,ST.INT.ARVL,South Asia (IDA & IBRD),479.655227185199,182499352.675124,29.7,3318484576527.33,4.09454306494122,2067.05975687637,1.56307928270365,60.8005548786456,70.9975623145981,1605412986.0
T5,South Asia (IDA & IBRD),2018,25882111.5392904,ST.INT.ARVL,South Asia (IDA & IBRD),474.800737015142,181588446.62766,20.9,3159841615195.07,6.39366632536145,1988.3663331799,1.57813687399807,57.6271200102098,70.6523573971364,1589164714.0
ZG,Sub-Saharan Africa,2024,,ST.INT.ARVL,Sub-Saharan Africa,,,37.4,1860829213452.29,3.4284375945618,1441.32038465812,,,,1291058694.0
ZG,Sub-Saharan Africa,2023,,ST.INT.ARVL,Sub-Saharan Africa,,,34.8,1946245643472.37,2.57466153784003,1544.75911473464,,,62.6029134885664,1259902353.0
ZG,Sub-Saharan Africa,2022,,ST.INT.ARVL,Sub-Saharan Africa,51.4509903312293,,32.9,2085278582815.11,3.75065831797936,1696.43999286939,,85.2331865877916,61.8571795894802,1229208573.0
ZG,Sub-Saharan Africa,2021,,ST.INT.ARVL,Sub-Saharan Africa,50.1870490616922,31483072.692,30.8,1943719394821.09,4.31482574912398,1621.10097013513,,84.2222592284782,60.7034363660672,1199011925.0
ZG,Sub-Saharan Africa,2020,,ST.INT.ARVL,Sub-Saharan Africa,48.9314926208051,24494981.602,27.8,1730702407679.05,-1.99429357937267,1480.47864226138,,74.5919860889771,61.1675270829902,1169015451.0
ZG,Sub-Saharan Africa,2019,56014499.1539477,ST.INT.ARVL,Sub-Saharan Africa,47.6882621146341,66236333.920235,24.8,1843035420525.45,2.6966970225991,1617.66888069241,,75.8174834634606,61.1293218424873,1139315618.0
ZG,Sub-Saharan Africa,2018,56673405.0653589,ST.INT.ARVL,Sub-Saharan Africa,46.4610849355483,64951730.3600062,22.0,1790131601908.14,2.77483897499333,1612.7355316349,,76.2443732764131,60.7667275136709,1109997000.0
ZF,Sub-Saharan Africa (excluding high income),2024,,ST.INT.ARVL,Sub-Saharan Africa (excluding high income),,,38.7,1745534471319.04,3.19564992818877,1506.22853698028,,,,1158877573.0
ZF,Sub-Saharan Africa (excluding high income),2023,,ST.INT.ARVL,Sub-Saharan Africa (excluding high income),,,36.3,1825737943161.89,2.34397090114797,1614.13902501696,,,62.0654798813283,1131090888.0
ZF,Sub-Saharan Africa (excluding high income),2022,,ST.INT.ARVL,Sub-Saharan Africa (excluding high income),48.4892611584016,,34.4,1956487528375.04,3.653276276141,1772.65535427221,,91.7746729217248,61.2833535992957,1103704408.0
ZF,Sub-Saharan Africa (excluding high income),2021,,ST.INT.ARVL,Sub-Saharan Africa (excluding high income),47.3061257586537,24279553.692,32.5,1830970332357.42,4.2444845352626,1700.42199943914,,90.7683186875985,60.1774746494858,1076774079.0
ZF,Sub-Saharan Africa (excluding high income),2020,,ST.INT.ARVL,Sub-Saharan Africa (excluding high income),46.1298310381034,19405309.602,29.1,1621662123503.33,-2.39734821680698,1544.4411207735,,79.779039329591,60.6222294256854,1049999318.0
ZF,Sub-Saharan Africa (excluding high income),2019,55555231.2954125,ST.INT.ARVL,Sub-Saharan Africa (excluding high income),44.9646949255304,53191029.920235,26.0,1745254110180.65,2.41858916335194,1705.21463047615,,81.3995046511567,60.6065912895076,1023480610.0
ZF,Sub-Saharan Africa (excluding high income),2018,56247033.3736039,ST.INT.ARVL,Sub-Saharan Africa (excluding high income),43.8116831200619,52995285.3600062,22.8,1704078107124.46,2.58418521542021,1708.80108637029,,82.1395534161548,60.2582610385453,997236086.0
T6,Sub-Saharan Africa (IDA & IBRD countries),2024,,ST.INT.ARVL,Sub-Saharan Africa (IDA & IBRD countries),,,37.1,1860829213452.29,3.42843759456181,1441.32038465812,,,,1291058694.0
T6,Sub-Saharan Africa (IDA & IBRD countries),2023,,ST.INT.ARVL,Sub-Saharan Africa (IDA & IBRD countries),,,34.7,1946245643472.37,2.57466153784,1544.75911473464,,,62.6029134885664,1259902353.0
T6,Sub-Saharan Africa (IDA & IBRD countries),2022,,ST.INT.ARVL,Sub-Saharan Africa (IDA & IBRD countries),51.4509903312293,,32.9,2085278582815.11,3.75065831797934,1696.43999286939,,85.2331865877916,61.8571795894802,1229208573.0
T6,Sub-Saharan Africa (IDA & IBRD countries),2021,,ST.INT.ARVL,Sub-Saharan Africa (IDA & IBRD countries),50.1870490616922,31483072.692,30.9,1943719394821.09,4.31482574912401,1621.10097013513,,84.2222592284782,60.7034363660672,1199011925.0
T6,Sub-Saharan Africa (IDA & IBRD countries),2020,,ST.INT.ARVL,Sub-Saharan Africa (IDA & IBRD countries),48.9314926208051,24494981.602,27.7,1730702407679.05,-1.99429357937267,1480.47864226138,,74.591986088977,61.1675270829902,1169015451.0
T6,Sub-Saharan Africa (IDA & IBRD countries),2019,56014499.1539477,ST.INT.ARVL,Sub-Saharan Africa (IDA & IBRD countries),47.6882621146341,66236333.920235,25.0,1843035420525.45,2.6966970225991,1617.66888069241,,75.8174834634606,61.1293218424873,1139315618.0
T6,Sub-Saharan Africa (IDA & IBRD countries),2018,56673405.0653589,ST.INT.ARVL,Sub-Saharan Africa (IDA & IBRD countries),46.4610849355483,64951730.3600062,22.1,1790131601908.14,2.77483897499333,1612.7355316349,,76.2443732764131,60.7667275136709,1109997000.0
XT,Upper middle income,2024,,ST.INT.ARVL,Upper middle income,,,80.7,30891808644564.4,4.1542622629821,10961.8184459945,,,,2818128105.0
XT,Upper middle income,2023,,ST.INT.ARVL,Upper middle income,,,78.5,29868066574997.4,4.58498208066551,10631.3167441564,,,76.1953051028563,2809441887.0
XT,Upper middle income,2022,,ST.INT.ARVL,Upper middle income,64.2182728867798,,76.5,28905818138526.2,3.42505615924939,10310.8668761078,,572.957237243075,76.0092804332746,2803432387.0
XT,Upper middle income,2021,,ST.INT.ARVL,Upper middle income,64.0535425057839,768105896.173,74.1,27697767122738.2,7.6983651962929,9905.05583452615,,561.506115096318,74.7276149865895,2796326198.0
XT,Upper middle income,2020,,ST.INT.ARVL,Upper middle income,63.8203213249238,685149771.46,70.3,23214223345858.7,-0.398382933666042,8334.90582376743,3.75073081597228,490.915631545518,75.2315516201179,2785181241.0
XT,Upper middle income,2019,573310641.28494,ST.INT.ARVL,Upper middle income,63.4736737537186,1357362972.27612,64.5,23955467100412.2,4.16428972743392,8647.39963930799,3.58035123899753,484.631837383598,76.029480770985,2770250954.0
XT,Upper middle income,2018,556608632.209134,ST.INT.ARVL,Upper middle income,63.051503494143,1319414931.65775,59.5,23555219100370.3,4.93578649722562,8559.82716365995,3.46182445802664,470.41850798846,75.8220642064272,2751833495.0
1W,World,2024,,ST.INT.ARVL,World,,,67.6,111252997846886.0,2.86326302627853,13663.9924550685,,,,8142056446.0
1W,World,2023,,ST.INT.ARVL,World,,,65.4,106939249843452.0,2.94333273070461,13259.7098707258,,,73.3297162833404,8064976601.0
1W,World,2022,,ST.INT.ARVL,World,61.5978420781725,,63.7,102434886179161.0,3.35991138278709,12819.7448379733,,1235.60315069913,72.9690157226638,7990399768.0
1W,World,2021,,ST.INT.ARVL,World,61.0315500482907,2279974770.123,61.7,98365745535038.5,6.41954127739832,12418.5659245064,,1245.90985835296,71.2154841745704,7920861888.0
1W,World,2020,,ST.INT.ARVL,World,60.4493566980575,1771894087.0245,58.6,86116567565730.4,-2.84908234670674,10963.1756422364,3.28374238702316,1158.07092985814,72.1822239463873,7855075060.0
1W,World,2019,2403074088.46029,ST.INT.ARVL,World,59.8567522747398,4455690101.02828,52.9,88492389499432.0,2.71004016031682,11376.8233409998,3.04372477263058,1084.16397702769,72.8689103086688,7778303912.0
1W,World,2018,2339399881.49679,ST.INT.ARVL,World,59.2347954923675,4293921426.12931,48.5,87188987385051.5,3.29609128087935,11326.9339016063,3.05173044623924,1066.64776000779,72.6436120803356,7697492379.0
AF,Afghanistan,2024,,ST.INT.ARVL,Afghanistan,,,,,,,,,,42647492.0
AF,Afghanistan,2023,,ST.INT.ARVL,Afghanistan,63.5585008355948,,17.7089,17152234636.8715,2.26694373649188,413.757894705303,,,66.035,41454761.0
AF,Afghanistan,2022,,ST.INT.ARVL,Afghanistan,62.2155405301811,,17.1917,14497243872.1337,-6.24017199240269,357.261152798144,,80.6516037,65.617,40578842.0
AF,Afghanistan,2021,,ST.INT.ARVL,Afghanistan,61.3286907992579,293212.994,16.5143,14259995441.0759,-20.7388393676343,356.496214115892,0.36,81.52112579,60.417,40000412.0
AF,Afghanistan,2020,,ST.INT.ARVL,Afghanistan,59.9006163469942,449041.025,17.0485,19955929052.1496,-2.35110067203466,510.787063366811,0.34,80.0892334,61.454,39068979.0
AF,Afghanistan,2019,,ST.INT.ARVL,Afghanistan,58.0410606687825,1066747.35619248,17.6,18799444490.1128,3.91160341625552,496.6025042585,0.38,74.0642395,62.941,37856121.0
AF,Afghanistan,2018,,ST.INT.ARVL,Afghanistan,56.3344817012404,1125367.0,16.8,18053222687.4126,1.18922812944517,491.337221382603,0.4,71.22509003,62.443,36743039.0
AL,Albania,2024,,ST.INT.ARVL,Albania,,,,27177735527.5667,3.96171911223713,10011.6279856667,,,,2714617.0
AL,Albania,2023,,ST.INT.ARVL,Albania,100.21795620438,,83.1356,23547180412.3404,3.93661689192599,8575.17134637222,,,79.602,2745972.0
AL,Albania,2022,,ST.INT.ARVL,Albania,101.375510948905,,82.6137,19017244116.7203,4.82669611912765,6846.42669381643,,414.35025024,78.769,2777689.0
AL,Albania,2021,,ST.INT.ARVL,Albania,102.615547445255,193259.0,79.3237,18032009220.4405,8.96957619074095,6413.28280828537,,465.57043457,76.844,2811666.0
AL,Albania,2020,2658000.0,ST.INT.ARVL,Albania,103.571131386861,124714.0,72.2377,15241455556.3737,-3.31375636888916,5370.77749956875,2.91,396.17477417,77.824,2837849.0
AL,Albania,2019,6406000.0,ST.INT.ARVL,Albania,104.167554744526,307741.0,68.5504,15585111614.0376,2.06257790176122,5460.4305086932,2.85,366.34014893,79.467,2854191.0
AL,Albania,2018,5927000.0,ST.INT.ARVL,Albania,104.612262773723,303137.0,65.4,15379508329.7568,3.67141928098908,5365.48880180298,2.84,349.21127319,79.238,2866376.0
DZ,Algeria,2024,,ST.INT.ARVL,Algeria,,,,263619794506.723,3.29999999939609,5631.17999109851,,,,46814308.0
DZ,Algeria,2023,,ST.INT.ARVL,Algeria,19.3825602290762,,76.9081,247626161016.414,4.10000000005964,5364.02795022731,,,76.261,46164219.0
DZ,Algeria,2022,,ST.INT.ARVL,Algeria,19.0941870229328,,74.8319,225638456572.143,3.60000000094915,4961.55257664733,,179.69688416,76.129,45477389.0
DZ,Algeria,2021,,ST.INT.ARVL,Algeria,18.7934447084904,1949936.0,72.2124,186231205262.082,3.79999999900707,4160.55926736925,,208.52682495,75.208,44761099.0
DZ,Algeria,2020,591000.0,ST.INT.ARVL,Algeria,18.4915612115512,1460077.0,63.4727,164873415325.201,-4.99999999908597,3743.5419522929,,211.07276917,73.257,44042091.0
DZ,Algeria,2019,2371000.0,ST.INT.ARVL,Algeria,18.1776961381175,6752002.0,55.7907,193459662090.677,0.899999999219148,4468.45341883656,,242.07002258,75.682,43294546.0
DZ,Algeria,2018,2657000.0,ST.INT.ARVL,Algeria,17.846203680417,6442442.0,49.0385,194554483655.528,1.40000000088281,4577.21029180491,,271.53778076,75.555,42505035.0
AS,American Samoa,2024,,ST.INT.ARVL,American Samoa,,,,,,,,,,46765.0
AS,American Samoa,2023,,ST.INT.ARVL,American Samoa,237.605,,,,,,,,72.852,47521.0
AS,American Samoa,2022,,ST.INT.ARVL,American Samoa,241.71,,,871000000.0,1.73501577287065,18017.4589383973,,,72.752,48342.0
AS,American Samoa,2021,,ST.INT.ARVL,American Samoa,246.125,,,750000000.0,-0.782472613458523,15236.1604875571,,,72.708,49225.0
AS,American Samoa,2020,899.999976158142,ST.INT.ARVL,American Samoa,248.805,,,721000000.0,4.41176470588236,14489.2586563775,,,72.672,49761.0
AS,American Samoa,2019,19200.0007629395,ST.INT.ARVL,American Samoa,251.045,,,647000000.0,-0.487804878048777,12886.1359517218,,,72.751,50209.0
AS,American Samoa,2018,20200.0007629395,ST.INT.ARVL,American Samoa,254.54,,,639000000.0,2.6711185308848,12552.0546868861,,,72.794,50908.0
AD,Andorra,2024,,ST.INT.ARVL,Andorra,,,,4039844390.22543,3.37182032638998,49303.6733899464,,,,81938.0
AD,Andorra,2023,,ST.INT.ARVL,Andorra,172.034042553191,,95.4456,3785067331.7625,2.58355480961319,46812.4484486309,,3654.07470703,84.041,80856.0
AD,Andorra,2022,,ST.INT.ARVL,Andorra,169.585106382979,,94.4855,3380612573.32922,9.56461225648184,42414.0590092117,,3192.31567383,84.016,79705.0
AD,Andorra,2021,,ST.INT.ARVL,Andorra,166.731914893617,,93.8975,3324647529.381,8.28677879049404,42425.6996756291,,3535.98974609,82.331,78364.0
AD,Andorra,2020,5207000.0,ST.INT.ARVL,Andorra,164.63829787234,,93.2056,2891001149.3611,-11.1839399355384,37361.0900666982,,3282.81738281,79.418,77380.0
AD,Andorra,2019,8235000.0,ST.INT.ARVL,Andorra,162.710638297872,,90.7187,3155149347.80639,2.01554763848308,41257.8045846483,,3021.43261719,84.098,76474.0
AD,Andorra,2018,8328000.0,ST.INT.ARVL,Andorra,159.91914893617,,,3218419896.9641,1.58876549046354,42819.7745797624,,3158.13647461,84.242,75162.0
AO,Angola,2024,,ST.INT.ARVL,Angola,,,,80396942241.6233,4.42390452944746,2122.08368991872,,,,37885849.0
AO,Angola,2023,,ST.INT.ARVL,Angola,29.4777460495709,,44.7581,84875162197.0107,1.07809951970673,2309.53413042773,,,64.617,36749906.0
AO,Angola,2022,,ST.INT.ARVL,Angola,28.5834835966953,,42.0719,104399746853.401,3.04472652391918,2929.69445467272,,101.25614166,64.246,35635029.0
AO,Angola,2021,,ST.INT.ARVL,Angola,27.6990687414775,311488.0,39.3876,66505129987.7235,1.19921052145153,1925.87466082167,,67.04656982,62.958,34532429.0
AO,Angola,2020,,ST.INT.ARVL,Angola,26.8317413972888,356695.0,36.6347,48501561203.5686,-5.63821471714934,1449.92286669308,,55.93916321,63.116,33451132.0
AO,Angola,2019,218000.0,ST.INT.ARVL,Angola,25.969063928772,1436959.0,32.1294,70897962732.0277,-0.702272957616017,2189.85571407618,0.75,64.61397552,63.051,32375632.0
AO,Angola,2018,218000.0,ST.INT.ARVL,Angola,25.1039985561883,1516628.0,29.0,79450688259.3664,-1.31636168896895,2538.59139143371,,84.03104401,62.622,31297155.0
AG,Antigua and Barbuda,2024,,ST.INT.ARVL,Antigua and Barbuda,,,,2224814814.81481,4.32752145036402,23725.7903725506,,,,93772.0
AG,Antigua and Barbuda,2023,,ST.INT.ARVL,Antigua and Barbuda,212.081818181818,,77.5756,2005785185.18518,2.42736300110336,21494.5474000727,,,77.598,93316.0
AG,Antigua and Barbuda,2022,,ST.INT.ARVL,Antigua and Barbuda,211.0,,77.1648,1866566666.66667,9.10780623385958,20105.1989085164,,1084.88330078,77.483,92840.0
AG,Antigua and Barbuda,2021,,ST.INT.ARVL,Antigua and Barbuda,209.884090909091,40633.0,76.0528,1602125925.92593,8.17286311186622,17348.6006987182,,843.4654541,77.197,92349.0
AG,Antigua and Barbuda,2020,384500.0,ST.INT.ARVL,Antigua and Barbuda,208.740909090909,356.0,75.0089,1411637037.03704,-18.8687765208148,15369.6082250401,3.29,883.50018311,77.161,91846.0
AG,Antigua and Barbuda,2019,1035000.0,ST.INT.ARVL,Antigua and Barbuda,207.645454545455,526333.995080553,73.9792,1726448148.14815,3.1722219373937,18896.3721832248,,808.14996338,77.168,91364.0
AG,Antigua and Barbuda,2018,1064000.0,ST.INT.ARVL,Antigua and Barbuda,206.65,580174.156834825,72.9637,1661529629.62963,6.71200487159726,18273.4270684912,,856.37127686,77.132,90926.0
AR,Argentina,2024,,ST.INT.ARVL,Argentina,,,89.6672,633266692533.689,-1.71910514722377,13858.2039802008,,,,45696159.0
AR,Argentina,2023,,ST.INT.ARVL,Argentina,16.6399559321662,,89.229,646075277525.125,-1.61100162090189,14187.4827252965,,,77.395,45538401.0
AR,Argentina,2022,,ST.INT.ARVL,Argentina,16.5922716858687,,88.3754,632790070063.124,5.26987967384072,13935.6811110049,,1370.88464355,75.806,45407904.0
AR,Argentina,2021,,ST.INT.ARVL,Argentina,16.5573305708721,6708097.0,87.1507,486564085480.036,10.4418119882506,10738.0179223384,3.34,1080.88208008,73.948,45312281.0
AR,Argentina,2020,,ST.INT.ARVL,Argentina,16.5133665121004,3680874.0,85.5144,385740508436.965,-9.9004848136464,8535.59938004389,3.2,891.99621582,75.878,45191965.0
AR,Argentina,2019,7399000.0,ST.INT.ARVL,Argentina,16.4335255363231,19461377.0,79.947,447754683615.225,-2.00086100285785,9955.97478680428,3.71,1011.08013916,76.847,44973465.0
AR,Argentina,2018,6942000.0,ST.INT.ARVL,Argentina,16.3171137395905,18084553.0,77.7,524819892360.176,-2.61739646282038,11752.7998922979,3.71,1209.5357666,76.77,44654882.0
AM,Armenia,2024,,ST.INT.ARVL,Armenia,,,,25786585949.6346,5.90000000046228,8500.60522486719,,,,3033500.0
AM,Armenia,2023,,ST.INT.ARVL,Armenia,105.119108748259,,79.9966,24085749592.3359,8.29999999959539,8125.27395754003,,,77.4658536585366,2964300.0
AM,Armenia,2022,,ST.INT.ARVL,Armenia,105.297053157777,,77.0277,19513506553.1251,12.5999999997766,6571.97445545099,,674.78619385,74.7658536585366,2969200.0
AM,Armenia,2021,,ST.INT.ARVL,Armenia,105.056940272915,179200.0,78.6123,13878908628.9378,5.80000000065645,4685.17997128509,,595.83544922,72.2780487804878,2962300.0
AM,Armenia,2020,375000.0,ST.INT.ARVL,Armenia,105.027376627853,54940.0,76.5077,12641698583.2152,-7.19999999920631,4268.68093304583,4.59,535.2723999,73.3756097560976,2961500.0
AM,Armenia,2019,1894000.0,ST.INT.ARVL,Armenia,104.056902002107,193668.0,66.5439,13619290539.2116,7.59999999853918,4597.22887399548,4.18,533.69952393,76.2219512195122,2962500.0
AM,Armenia,2018,1652000.0,ST.INT.ARVL,Armenia,104.285212504391,53259.0,68.2451,12457940694.7395,5.19999999965324,4196.00562301769,4.28,428.34570313,75.619512195122,2969000.0
AW,Aruba,2024,,ST.INT.ARVL,Aruba,,,,,,,,,,107624.0
AW,Aruba,2023,,ST.INT.ARVL,Aruba,596.438888888889,,,3648573136.15155,4.26371941452948,33984.7906198041,,,76.353,107359.0
AW,Aruba,2022,,ST.INT.ARVL,Aruba,596.166666666667,,,3279343543.60416,8.51791810517545,30559.5335346581,,,76.226,107310.0
AW,Aruba,2021,,ST.INT.ARVL,Aruba,598.333333333333,,,2929446578.25104,24.1326273569798,27200.0610793969,,,73.655,107700.0
AW,Aruba,2020,,ST.INT.ARVL,Aruba,603.261111111111,,,2481857122.8401,-26.2118202145169,22855.9323200761,,,75.406,108587.0
AW,Aruba,2019,1951000.0,ST.INT.ARVL,Aruba,606.683333333333,,,3395798882.68156,-2.23244202651868,31096.2050738676,,,76.019,109203.0
AW,Aruba,2018,1897000.0,ST.INT.ARVL,Aruba,605.044444444444,274280.0,,3276184357.5419,2.39708619981323,30082.1276448186,,,75.88,108908.0
