country_code,country_name_tourism,year,value,indicator,country_name_wdi,EN.POP.DNST,IS.AIR.PSGR,IT.NET.USER.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SH.MED.BEDS.ZS,SH.XPD.CHEX.PC.CD,SP.DYN.LE00.IN,SP.POP.TOTL
HU,Hungary,2018,57667000.0,ST.INT.ARVL,Hungary,106.366031119877,31226848.0,76.0744,161184691013.835,5.60613813768876,16605.0570511887,6.95,1080.44775391,76.0658536585366,9706964.0
IS,Iceland,2024,,ST.INT.ARVL,Iceland,,,,33462807982.85,0.516863121729386,82703.8579937471,,,,404610.0
IS,Iceland,2023,,ST.INT.ARVL,Iceland,3.90111078052167,,99.8301,31452223861.9091,5.64646181923563,79960.0961535662,,7196.90917969,82.6073170731707,393349.0
IS,Iceland,2022,,ST.INT.ARVL,Iceland,3.78858474660319,,99.8082,28696453180.1657,8.97897085175497,75121.0152280628,,6851.62939453,82.119512195122,382003.0
IS,Iceland,2021,,ST.INT.ARVL,Iceland,3.69453535654071,1499034.0,99.687,25770339317.3897,5.03340613127381,69178.4046960961,,6722.421875,83.1658536585366,372520.0
IS,Iceland,2020,488000.0,ST.INT.ARVL,Iceland,3.63446394922146,903927.0,99.5328,21629953194.0659,-6.94045306829003,59023.5663465778,2.83,5692.89111328,83.0634146341463,366463.0
IS,Iceland,2019,2202000.0,ST.INT.ARVL,Iceland,3.5759496181692,4656017.0,99.5049,24681343649.2952,1.8611779461166,68452.23622306,2.8,5912.00976563,83.1634146341463,360563.0
IS,Iceland,2018,2488000.0,ST.INT.ARVL,Iceland,3.49817514628583,7819740.55998243,99.011,26260850582.0687,4.88917300218223,74452.1890731447,2.87,6280.03857422,82.8609756097561,352721.0
IN,India,2024,,ST.INT.ARVL,India,,,,3912686168582.21,6.48422363033757,2696.66389984463,,,,1450935791.0
IN,India,2023,,ST.INT.ARVL,India,483.679010086809,,,3638489096033.86,9.19075493028345,2530.12031278204,,,72.003,1438069596.0
IN,India,2022,,ST.INT.ARVL,India,479.425536881262,,55.9,3346107287730.93,7.60936497768895,2347.44829434623,,79.51509857,71.698,1425423212.0
IN,India,2021,,ST.INT.ARVL,India,475.652042419085,83964797.0,,3167270623260.47,9.68959249192875,2239.61384367482,1.6,75.54971313,67.282,1414203896.0
IN,India,2020,,ST.INT.ARVL,India,471.755150192218,68959633.0,43.4054,2674851578587.27,-5.77772470686801,1907.04251637669,1.62,63.83099747,70.156,1402617695.0
IN,India,2019,17914000.0,ST.INT.ARVL,India,467.185182245332,167499116.0,29.5235,2835606256558.19,3.87143694070356,2041.42863698585,1.63,60.6913681,70.746,1389030312.0
IN,India,2018,17423000.0,ST.INT.ARVL,India,462.351569862673,164035637.545,20.0813,2702929641648.74,6.45385134497769,1966.25455171679,1.65,57.46551132,70.415,1374659064.0
ID,Indonesia,2024,,ST.INT.ARVL,Indonesia,,,72.7808,1396300098190.97,5.03034469419038,4925.43048751861,,,,283487931.0
ID,Indonesia,2023,,ST.INT.ARVL,Indonesia,148.57692229227,,69.2084,1371169301563.62,5.04902331835997,4876.30774512252,,,71.146,281190067.0
ID,Indonesia,2022,,ST.INT.ARVL,Indonesia,147.330175215419,,66.4846,1319101183380.15,5.30719722664799,4730.83484836107,,127.44384766,70.925,278830529.0
ID,Indonesia,2021,,ST.INT.ARVL,Indonesia,146.235107708626,33549828.0,62.1045,1186509691086.73,3.70288562827751,4287.17313995098,1.36,158.89761353,67.452,276758053.0
ID,Indonesia,2020,4053000.0,ST.INT.ARVL,Indonesia,146.371283592869,37523686.817,53.7265,1059054842698.48,-2.06551182934165,3853.70288774146,1.4,131.8225708,68.817,274814866.0
ID,Indonesia,2019,16107000.0,ST.INT.ARVL,Indonesia,145.132688936836,91323153.0,47.6906,1119099871350.2,5.01928768046282,4106.94856160358,1.18,118.22380829,70.349,272489381.0
ID,Indonesia,2018,15810000.0,ST.INT.ARVL,Indonesia,143.781152680745,115154100.909,39.9046,1042271532988.63,5.17429153955024,3860.95353090726,1.16,110.71585846,70.08,269951846.0
IR,"Iran, Islamic Rep.",2024,,ST.INT.ARVL,"Iran, Islamic Rep.",,,,436906331671.859,3.0400003094751,4771.40029026226,,,,91567738.0
IR,"Iran, Islamic Rep.",2023,,ST.INT.ARVL,"Iran, Islamic Rep.",55.8451198767334,,79.6309,404625655076.275,5.04489019512138,4465.63766853306,,,77.654,90608707.0
IR,"Iran, Islamic Rep.",2022,,ST.INT.ARVL,"Iran, Islamic Rep.",55.1767309707242,,79.061,394362621793.035,3.77663140152906,4405.09291519791,,237.82546997,76.799,89524246.0
IR,"Iran, Islamic Rep.",2021,,ST.INT.ARVL,"Iran, Islamic Rep.",54.518020338983,13695897.024,78.5957,383436202446.695,4.71977773157164,4334.79268631354,,233.74671936,73.752,88455488.0
IR,"Iran, Islamic Rep.",2020,1550000.0,ST.INT.ARVL,"Iran, Islamic Rep.",54.0668369799692,12744853.781,75.5699,262186179355.944,3.33028845926594,2988.78122414716,,201.4589386,74.141,87723443.0
IR,"Iran, Islamic Rep.",2019,9107000.0,ST.INT.ARVL,"Iran, Islamic Rep.",53.6527876733436,21641449.393,72.4509,333519146339.191,-3.0705879849703,3831.27894763337,1.86,225.23252869,76.855,87051648.0
IR,"Iran, Islamic Rep.",2018,7295000.0,ST.INT.ARVL,"Iran, Islamic Rep.",53.0773485362096,23029380.0,70.2006,398880231367.268,-1.83800757093036,4631.78709016514,1.95,284.95181274,76.621,86117998.0
IQ,Iraq,2024,,ST.INT.ARVL,Iraq,,,,279641257615.385,-1.54525198318304,6073.61032342708,,,,46042015.0
IQ,Iraq,2023,,ST.INT.ARVL,Iraq,103.826155759795,,81.7291,268881051643.549,0.517705525131191,5965.31835077761,,,72.324,45074049.0
IQ,Iraq,2022,,ST.INT.ARVL,Iraq,101.514640775804,,78.7156,287372232137.931,7.95904804992662,6520.73154560584,,254.62432861,72.037,44070551.0
IQ,Iraq,2021,,ST.INT.ARVL,Iraq,99.2127035680556,1620013.0,65.0022,209691945713.103,1.50218070952037,4868.49431080783,1.3,251.59538269,70.704,43071211.0
IQ,Iraq,2020,,ST.INT.ARVL,Iraq,97.0138092276507,764661.0,53.6778,180898797516.874,-12.0367930931152,4295.18945121228,1.2,248.04725647,69.651,42116605.0
IQ,Iraq,2019,,ST.INT.ARVL,Iraq,94.8844148066247,5434292.0,44.3263,233636097800.338,5.51379057542323,5671.8568632942,1.2,241.73873901,71.245,41192171.0
IQ,Iraq,2018,,ST.INT.ARVL,Iraq,92.7505804739616,4812610.0,33.9,227367469034.031,2.63385099105624,5646.68932074742,1.05,232.86825562,71.116,40265624.0
IE,Ireland,2024,,ST.INT.ARVL,Ireland,,,,577389475009.922,1.22133429898928,107316.337306921,,,,5380257.0
IE,Ireland,2023,,ST.INT.ARVL,Ireland,77.0445637973581,,96.4974,551394889339.778,-5.5300073886596,103887.800388081,,,82.8609756097561,5307600.0
IE,Ireland,2022,,ST.INT.ARVL,Ireland,75.6689795325882,,96.6206,548570250341.987,8.61950345618772,105234.511567597,,6448.02197266,82.509756097561,5212836.0
IE,Ireland,2021,,ST.INT.ARVL,Ireland,74.1847147626651,74065210.0,96.4235,531306516907.984,16.2556135233358,103961.976350649,,6764.25878906,82.2536585365854,5110585.0
IE,Ireland,2020,,ST.INT.ARVL,Ireland,73.1564377993903,54582262.0,91.9999,436555518400.451,7.1578988000836,86622.5067251295,2.91,6098.26660156,82.4560975609756,5039747.0
IE,Ireland,2019,10951000.0,ST.INT.ARVL,Ireland,72.237712294963,170161848.0,87.0001,407124824064.995,5.04054996161159,81810.1926481407,2.9,5462.73095703,82.7024390243903,4976456.0
IE,Ireland,2018,10926000.0,ST.INT.ARVL,Ireland,71.0991725939904,167598633.0,87.0001,395461216460.418,7.5443421414267,80738.9628834696,2.99,5187.05761719,82.2048780487805,4898022.0
IM,Isle of Man,2024,,ST.INT.ARVL,Isle of Man,,,,,,,,,,84160.0
IM,Isle of Man,2023,,ST.INT.ARVL,Isle of Man,147.657894736842,,,,,,,,80.999,84165.0
IM,Isle of Man,2022,,ST.INT.ARVL,Isle of Man,147.6,,,7431257410.92713,-4.16539345213232,88328.548125887,,,80.956,84132.0
IM,Isle of Man,2021,,ST.INT.ARVL,Isle of Man,147.554385964912,,,7931193222.06405,3.83783632334639,94299.969348965,,,80.42,84106.0
IM,Isle of Man,2020,,ST.INT.ARVL,Isle of Man,147.480701754386,,,6684225641.02564,-8.83681697473475,79513.5330346598,,,80.591,84064.0
IM,Isle of Man,2019,,ST.INT.ARVL,Isle of Man,147.29298245614,,,7314967866.28289,0.254877847398262,87127.5517977404,,,80.74,83957.0
IM,Isle of Man,2018,,ST.INT.ARVL,Isle of Man,147.026315789474,,,7491649455.92717,2.2133975392251,89393.8244248812,,,80.614,83805.0
IL,Israel,2024,,ST.INT.ARVL,Israel,,,88.1824,540379921261.681,0.871968424377442,54176.6844383302,,,,9974400.0
IL,Israel,2023,,ST.INT.ARVL,Israel,455.129390018484,,87.0384,512184638998.974,1.82652049482384,52003.7200729997,,,83.1951219512195,9849000.0
IL,Israel,2022,,ST.INT.ARVL,Israel,441.658964879852,,91.8508,525181008025.57,6.26326343841286,54949.621556429,,4223.87255859,82.7,9557500.0
IL,Israel,2021,,ST.INT.ARVL,Israel,433.059149722736,2437207.0,90.2969,489851549972.347,9.38837403354628,52270.9040241956,3.06,4190.61328125,82.5,9371400.0
IL,Israel,2020,,ST.INT.ARVL,Israel,425.836414048059,1249361.0,90.1273,410768352657.612,-2.02161548237589,44575.5719045492,3.07,3616.50219727,82.6487804878049,9215100.0
IL,Israel,2019,4905000.0,ST.INT.ARVL,Israel,418.391866913124,7068458.0,86.7879,400645216358.857,3.71049632750405,44250.6313628073,3.12,3335.24511719,82.8048780487805,9054000.0
IL,Israel,2018,4389000.0,ST.INT.ARVL,Israel,410.480591497227,7404373.0,83.7332,376299083108.497,4.00389862187025,42362.6652754196,3.12,3199.41625977,82.8024390243903,8882800.0
IT,Italy,2024,,ST.INT.ARVL,Italy,,,89.2207,2372774547793.12,0.725792380234424,40226.0472416173,,,,58986023.0
IT,Italy,2023,,ST.INT.ARVL,Italy,199.490988096848,,87.0278,2304605139862.79,0.715372500867531,39065.4244365633,,3228.43505859,83.7,58993475.0
IT,Italy,2022,,ST.INT.ARVL,Italy,199.559268903016,,85.0607,2104067630319.46,4.82117669913565,35653.9042103495,,3134.68066406,82.7,59013667.0
IT,Italy,2021,,ST.INT.ARVL,Italy,199.965416259464,2449339.0,74.8623,2179207773596.09,8.93106210800055,36852.5425414951,,3399.85766602,82.6463414634146,59133173.0
IT,Italy,2020,38419000.0,ST.INT.ARVL,Italy,200.999100491348,7801490.0,70.4834,1907481094079.23,-8.86822122185345,32091.4866621366,3.18,3062.09838867,82.1951219512195,59438851.0
IT,Italy,2019,95399000.0,ST.INT.ARVL,Italy,201.980545589195,27760301.0,67.8507,2019606796583.53,0.429162533780342,33812.788724868,3.16,2910.64672852,83.4975609756098,59729081.0
IT,Italy,2018,93228601.5625,ST.INT.ARVL,Italy,203.398704170865,27243741.0,74.3872,2099435266458.67,0.826646712344115,34904.1081923834,3.17,3002.76123047,83.3463414634146,60148658.0
JM,Jamaica,2024,,ST.INT.ARVL,Jamaica,,,,19930288337.028,-0.718806911772319,7019.74634780454,,,,2839175.0
JM,Jamaica,2023,,ST.INT.ARVL,Jamaica,262.214773776547,,89.473,19423355367.2372,2.60466305532201,6839.72502408181,,,71.479,2839786.0
JM,Jamaica,2022,,ST.INT.ARVL,Jamaica,262.155493998153,,82.4453,17097760686.7775,5.22151985159613,6022.15339791763,,468.34671021,71.481,2839144.0
JM,Jamaica,2021,,ST.INT.ARVL,Jamaica,262.020498614958,,82.3607,14657586159.4316,4.60142450033383,5165.33782130331,1.68,371.14056396,69.085,2837682.0
JM,Jamaica,2020,1329699.95117188,ST.INT.ARVL,Jamaica,261.379409048938,,76.384,13812421835.7369,-9.92032245054413,4879.44025773374,1.71,323.30215454,71.452,2830739.0
JM,Jamaica,2019,4233000.0,ST.INT.ARVL,Jamaica,260.689843028624,,70.841,15830766531.1474,0.892291653822227,5607.24299266608,1.73,341.90777588,71.532,2823271.0
JM,Jamaica,2018,4319000.0,ST.INT.ARVL,Jamaica,260.39676823638,180951.272,68.2145,15730792876.2656,1.88992368121086,5578.10347525832,1.7,332.90045166,71.606,2820097.0
JP,Japan,2024,,ST.INT.ARVL,Japan,,,,4026210821146.81,0.0836985643852159,32475.8924992191,,,,123975371.0
JP,Japan,2023,,ST.INT.ARVL,Japan,341.54455749932,,86.9815,4213167237905.83,1.47503481053384,33836.1756271617,,,84.0412195121951,124516650.0
JP,Japan,2022,,ST.INT.ARVL,Japan,343.278433470508,,84.9234,4262463317796.53,0.941998775483285,34065.6438962526,,3889.35717773,83.9963414634146,125124989.0
JP,Japan,2021,,ST.INT.ARVL,Japan,344.80546776406,45410146.0,82.9141,5039148168861.22,2.69657404187188,40094.5599795288,,4482.61816406,84.4456097560976,125681593.0
JP,Japan,2020,4115799.8046875,ST.INT.ARVL,Japan,346.395061728395,51131122.0,90.2195,5054068005376.28,-4.16876457146743,40028.7341726762,12.72,4486.63671875,84.56,126261000.0
JP,Japan,2019,31881000.0,ST.INT.ARVL,Japan,347.415637860082,130233352.0,92.7304,5117993853016.51,-0.402169200894946,40415.9567649547,12.88,4431.29980469,84.3563414634146,126633000.0
JP,Japan,2018,31191000.0,ST.INT.ARVL,Japan,347.903978052126,126387527.0,88.7464,5040880939324.86,0.643391023533141,39751.1330982711,13.0,4265.77929688,84.2109756097561,126811000.0
JO,Jordan,2024,,ST.INT.ARVL,Jordan,,,,53352289577.4648,2.48889409603647,4618.09592498567,,,,11552876.0
JO,Jordan,2023,,ST.INT.ARVL,Jordan,128.828670856139,,92.5344,51088476338.0282,2.88408339281683,4466.08314208575,,,77.814,11439213.0
JO,Jordan,2022,,ST.INT.ARVL,Jordan,126.768283893056,,90.5,48764963380.2817,2.64743514912058,4332.25159897931,,295.13876343,77.088,11256263.0
JO,Jordan,2021,,ST.INT.ARVL,Jordan,124.629547041467,1695302.0,86.0,46296100140.8451,3.65564358999147,4183.49998326866,1.38,301.28631592,74.204,11066356.0
JO,Jordan,2020,1240000.0,ST.INT.ARVL,Jordan,122.364439038674,816253.0,78.4178,43700383098.5916,-1.10275188309046,4022.0401356135,1.37,286.19711304,75.583,10865228.0
JO,Jordan,2019,5361000.0,ST.INT.ARVL,Jordan,120.187073450909,3478444.0,70.0847,44503006338.0282,1.75124077866225,4170.1144003465,1.36,294.92785645,76.865,10671891.0
JO,Jordan,2018,4922000.0,ST.INT.ARVL,Jordan,117.84530299617,3383805.0,65.2,43370860704.2254,1.91907091341564,4145.43989673265,1.41,289.47106934,76.491,10462306.0
KZ,Kazakhstan,2024,,ST.INT.ARVL,Kazakhstan,,,93.3917,288406138230.669,4.80000000000022,14005.3487362345,,,,20592571.0
KZ,Kazakhstan,2023,,ST.INT.ARVL,Kazakhstan,7.53050487091158,,92.8785,261840101059.923,5.09999999999999,12879.4275257974,,,74.402,20330104.0
KZ,Kazakhstan,2022,,ST.INT.ARVL,Kazakhstan,7.42105011667963,,92.2969,225496328925.494,3.19999999970734,11255.3396437881,,420.97982788,73.503,20034609.0
KZ,Kazakhstan,2021,,ST.INT.ARVL,Kazakhstan,7.31325813979331,8765001.0,90.924,197112255360.612,4.29999999729456,9983.60103576902,,391.81536865,70.131,19743603.0
KZ,Kazakhstan,2020,2035000.0,ST.INT.ARVL,Kazakhstan,7.21640071119013,5282205.0,85.9426,171082365861.423,-2.49999999628,8781.50797787648,6.72,329.57086182,71.195,19482117.0
KZ,Kazakhstan,2019,8515000.0,ST.INT.ARVL,Kazakhstan,7.11544060451161,7656866.0,81.8776,181667184854.501,4.50000000091883,9457.12614657136,5.13,263.61331177,73.658,19209555.0
KZ,Kazakhstan,2018,8789000.0,ST.INT.ARVL,Kazakhstan,7.01290032225803,5920110.0,78.9039,179339977690.485,4.09999999309841,9472.48527327758,5.31,266.92147827,73.369,18932727.0
KE,Kenya,2024,,ST.INT.ARVL,Kenya,,,34.9762,124498691699.125,4.49649828461209,2206.1349785176,,,,56432944.0
KE,Kenya,2023,,ST.INT.ARVL,Kenya,95.2681371231706,,35.0,108038588970.595,5.55587301319866,1952.30457929636,,,63.646,55339003.0
KE,Kenya,2022,,ST.INT.ARVL,Kenya,93.3976149483117,,,114448978152.637,4.85998104287999,2109.56288513137,,90.43982697,63.549,54252461.0
KE,Kenya,2021,,ST.INT.ARVL,Kenya,91.6187594501618,2459106.0,,109703658904.994,7.59048947333467,2061.35622089594,,94.1061554,61.225,53219166.0
KE,Kenya,2020,,ST.INT.ARVL,Kenya,89.8940686683206,1865768.0,,100657505750.545,-0.272766327438816,1927.66459027849,,86.59217834,61.596,52217334.0
KE,Kenya,2019,2049000.0,ST.INT.ARVL,Kenya,88.4453894988127,6417534.056,22.6688,100378436207.371,5.11415885767801,1960.40808854893,1.33,85.64528656,62.939,51202827.0
KE,Kenya,2018,2025000.0,ST.INT.ARVL,Kenya,87.019449386981,5905365.1234425,19.5,92202979985.2863,5.64794640709219,1836.45275528993,,75.27681732,62.825,50207107.0
KI,Kiribati,2024,,ST.INT.ARVL,Kiribati,,,,307862546.789627,5.26689926385046,2288.63458265531,,,,134518.0
KI,Kiribati,2023,,ST.INT.ARVL,Kiribati,163.617283950617,,88.0,288610732.190775,2.65201087489879,2177.70114080416,,,66.473,132530.0
KI,Kiribati,2022,,ST.INT.ARVL,Kiribati,161.072839506173,,,270040456.961045,4.56632593100372,2069.76720110559,,217.68276978,66.269,130469.0
KI,Kiribati,2021,,ST.INT.ARVL,Kiribati,158.49012345679,46390.423,,285259893.983064,8.47973787138213,2222.04829512346,,262.54107666,64.148,128377.0
KI,Kiribati,2020,,ST.INT.ARVL,Kiribati,155.677777777778,56299.058,,220897998.732518,-1.46806718078108,1751.7823197053,,239.24353027,65.205,126099.0
KI,Kiribati,2019,12000.0,ST.INT.ARVL,Kiribati,152.988888888889,65846.852,39.5737,216985388.322754,3.26428756458257,1750.9977188915,,177.93025208,65.866,123921.0
KI,Kiribati,2018,9000.0,ST.INT.ARVL,Kiribati,150.720987654321,66567.0,32.9864,233514717.441266,3.47943972105872,1912.73809378187,,208.73831177,65.807,122084.0
KP,"Korea, Dem. People's Rep.",2024,,ST.INT.ARVL,"Korea, Dem. People's Rep.",,,,,,,,,,26498823.0
KP,"Korea, Dem. People's Rep.",2023,,ST.INT.ARVL,"Korea, Dem. People's Rep.",219.402076239515,,,,,,,,73.642,26418204.0
KP,"Korea, Dem. People's Rep.",2022,,ST.INT.ARVL,"Korea, Dem. People's Rep.",218.659953492235,,,,,,,,73.641,26328845.0
KP,"Korea, Dem. People's Rep.",2021,,ST.INT.ARVL,"Korea, Dem. People's Rep.",217.860094676522,523.761,,,,,,,73.437,26232534.0
KP,"Korea, Dem. People's Rep.",2020,,ST.INT.ARVL,"Korea, Dem. People's Rep.",217.060975002076,3563.0,,,,,,,72.783,26136312.0
KP,"Korea, Dem. People's Rep.",2019,,ST.INT.ARVL,"Korea, Dem. People's Rep.",216.241441740719,109095.0,,,,,,,72.928,26037632.0
KP,"Korea, Dem. People's Rep.",2018,,ST.INT.ARVL,"Korea, Dem. People's Rep.",215.357088281704,94245.0,,,,,,,73.02,25931147.0
KR,"Korea, Rep.",2024,,ST.INT.ARVL,"Korea, Rep.",,,97.8956,,,,,,,51751065.0
KR,"Korea, Rep.",2023,,ST.INT.ARVL,"Korea, Rep.",529.842407786885,,97.416,1712792854202.37,1.35673324311098,33121.3712885508,,3269.70385742,83.4292682926829,51712619.0
KR,"Korea, Rep.",2022,,ST.INT.ARVL,"Korea, Rep.",529.43205942623,,97.1686,1673916511799.71,2.61267219187226,32394.6833725203,,3049.67163086,82.6804878048781,51672569.0
KR,"Korea, Rep.",2021,,ST.INT.ARVL,"Korea, Rep.",530.425604508197,34020088.0,97.5713,1818432106880.04,4.30473481906969,35125.5224984723,12.75,3141.52246094,83.5268292682927,51769539.0
KR,"Korea, Rep.",2020,2519000.0,ST.INT.ARVL,"Korea, Rep.",531.109006147541,30033310.0,96.5051,1644312831906.17,-0.709415359397681,31721.2989141857,12.65,2649.33422852,83.4268292682927,51836239.0
KR,"Korea, Rep.",2019,17503000.0,ST.INT.ARVL,"Korea, Rep.",530.377274590164,92434079.0,96.1576,1651422932447.77,2.24397786011012,31902.4169048194,12.42,2592.47851563,83.2268292682927,51764822.0
KR,"Korea, Rep.",2018,15347000.0,ST.INT.ARVL,"Korea, Rep.",528.969011484824,88157579.0,96.0229,1725373496825.43,2.90740377377135,33447.1562836166,12.42,2493.33569336,82.6268292682927,51585058.0
XK,Kosovo,2024,,ST.INT.ARVL,Kosovo,,,,11148602232.663,4.41273828755084,7299.43498083118,,,,1527324.0
XK,Kosovo,2023,,ST.INT.ARVL,Kosovo,,,,10468220306.907,4.06762701436438,6221.20365212094,,,78.033,1682668.0
XK,Kosovo,2022,,ST.INT.ARVL,Kosovo,,,,9354903061.8898,4.27849895827543,5290.94747224687,,,77.623,1768096.0
XK,Kosovo,2021,,ST.INT.ARVL,Kosovo,,,,9413403724.01899,10.7456560819583,5270.42965289833,,,74.981,1786079.0
XK,Kosovo,2020,,ST.INT.ARVL,Kosovo,,,,7717145217.81247,-5.34027547826166,4310.89065548799,,,74.212,1790151.0
XK,Kosovo,2019,,ST.INT.ARVL,Kosovo,,,,7899737577.47286,4.75680057007834,4415.99716107514,,,77.249,1788891.0
XK,Kosovo,2018,,ST.INT.ARVL,Kosovo,,,89.443,7878759714.82322,3.40663227056285,4384.18624084947,,,77.117,1797086.0
KW,Kuwait,2024,,ST.INT.ARVL,Kuwait,,,,160227273001.348,-2.56011113294544,32213.8622292316,,,,4973861.0
KW,Kuwait,2023,,ST.INT.ARVL,Kuwait,272.358024691358,,99.7473,165384407267.056,-1.66720589738431,34075.8490439847,,,83.1878048780488,4853420.0
KW,Kuwait,2022,,ST.INT.ARVL,Kuwait,257.555723905724,,99.7237,183502046669.15,6.75866704650672,39981.7690981957,,1700.31958008,80.5878048780488,4589643.0
KW,Kuwait,2021,,ST.INT.ARVL,Kuwait,244.717452300786,2182888.0,99.7,148350671614.185,1.67263689630211,34018.6342879647,,1788.77563477,78.7365853658537,4360865.0
KW,Kuwait,2020,2161000.0,ST.INT.ARVL,Kuwait,246.928563411897,1823594.0,99.1059,111045470461.207,-4.81778982257279,25236.0755520534,2.35,1523.4276123,78.7609756097561,4400267.0
KW,Kuwait,2019,8565000.0,ST.INT.ARVL,Kuwait,249.288215488215,7385299.0,99.5427,140856394870.02,2.26381690553512,31707.8737464917,2.0,1643.16491699,81.969756097561,4442316.0
KW,Kuwait,2018,8508000.0,ST.INT.ARVL,Kuwait,242.621492704826,6464847.0,99.5988,138646316321.596,2.74333053861294,32067.9623689512,2.01,1658.60375977,80.1063658536585,4323515.0
KG,Kyrgyz Republic,2024,,ST.INT.ARVL,Kyrgyz Republic,,,,17478259659.2625,9.04013556120012,2419.26553574523,,,,7224614.0
KG,Kyrgyz Republic,2023,,ST.INT.ARVL,Kyrgyz Republic,37.0164233576642,,88.4701,15180842369.4894,9.0132928339342,2138.22210211478,,,72.2487804878049,7099750.0
KG,Kyrgyz Republic,2022,,ST.INT.ARVL,Kyrgyz Republic,36.3671532846715,,82.5991,12134931017.9465,8.96750520041391,1739.72018344174,,85.87857056,72.0487804878049,6975220.0
KG,Kyrgyz Republic,2021,,ST.INT.ARVL,Kyrgyz Republic,35.7206673618352,171347.337,77.1177,9249133946.26531,5.50700762671923,1349.99730650542,4.23,72.58777618,71.9,6851224.0
KG,Kyrgyz Republic,2020,,ST.INT.ARVL,Kyrgyz Republic,35.0708863399374,191774.0,72.0,8270468614.24051,-7.14897757727955,1229.51766602907,4.19,61.40720367,71.8,6726596.0
KG,Kyrgyz Republic,2019,8508000.0,ST.INT.ARVL,Kyrgyz Republic,34.3598070907195,867935.0,64.1,9371275264.36735,4.60062565707598,1421.99927504102,4.2,61.39657974,71.6,6590211.0
KG,Kyrgyz Republic,2018,6947000.0,ST.INT.ARVL,Kyrgyz Republic,33.5979092805005,1175000.704,62.8,8271106235.41552,3.75791013557165,1283.5203037417,4.28,65.34625244,71.4,6444079.0
LA,Lao PDR,2024,,ST.INT.ARVL,Lao PDR,,,,16502933121.0806,4.25825724651581,2123.97909411797,,,,7769819.0
LA,Lao PDR,2023,,ST.INT.ARVL,Lao PDR,33.2105415944541,,63.6255,15843155731.2552,3.74568140158232,2066.94979776957,,,68.964,7664993.0
LA,Lao PDR,2022,,ST.INT.ARVL,Lao PDR,32.7513301559792,,62.7001,15468785203.7532,2.70742652643155,2046.40440255621,,41.34779739,68.715,7559007.0
LA,Lao PDR,2021,,ST.INT.ARVL,Lao PDR,32.2928682842288,157293.0,62.0,18827148530.9347,2.52835100486102,2526.05105018529,1.31,68.61697388,67.807,7453194.0
LA,Lao PDR,2020,886400.024414063,ST.INT.ARVL,Lao PDR,31.8307322357019,386950.0,54.0,18981805250.2424,0.503031829018681,2583.77730696131,1.27,51.96581268,68.339,7346533.0
LA,Lao PDR,2019,4791000.0,ST.INT.ARVL,Lao PDR,31.3589081455806,979307.0,47.0323,18740561512.5555,5.4577350924848,2589.32081035237,1.69,67.57865143,67.911,7237636.0
LA,Lao PDR,2018,4186000.0,ST.INT.ARVL,Lao PDR,30.8840771230503,1009414.0,36.3,18141641089.7963,6.24796000755872,2545.1075420815,1.47,57.1708374,67.594,7128045.0
LV,Latvia,2024,,ST.INT.ARVL,Latvia,,,92.7076,43520773851.1219,-0.44249112634327,23367.5986788961,,,,1862441.0
LV,Latvia,2023,,ST.INT.ARVL,Latvia,30.1694520327816,,92.1879,42572151720.138,2.85421800106587,22675.5786295407,,,75.6780487804878,1877445.0
LV,Latvia,2022,,ST.INT.ARVL,Latvia,30.2005945685361,,91.0301,38014713595.7686,1.80677198008065,20227.2307431581,,1642.47131348,74.2780487804878,1879383.0
LV,Latvia,2021,,ST.INT.ARVL,Latvia,30.2826610959344,1598685.0,91.1796,38183326784.9335,6.94254173062592,20261.8887788916,,1897.95275879,72.9804878048781,1884490.0
LV,Latvia,2020,3204000.0,ST.INT.ARVL,Latvia,30.5391129680219,1323070.0,88.898,33379927434.6149,-3.46922750780554,17564.2321549354,5.3,1313.35412598,75.1853658536585,1900449.0
LV,Latvia,2019,8342000.0,ST.INT.ARVL,Latvia,30.755491989008,4976410.0,86.1355,33099503950.847,0.675372771884227,17294.9751600969,5.42,1183.1151123,75.3878048780488,1913822.0
LV,Latvia,2018,7775000.0,ST.INT.ARVL,Latvia,30.9700612274415,4058762.0,83.5772,33247935477.3576,4.30971286294503,17252.1710428626,5.47,1101.49243164,74.7829268292683,1927174.0
LB,Lebanon,2024,,ST.INT.ARVL,Lebanon,,,,,,,,,,5805962.0
LB,Lebanon,2023,,ST.INT.ARVL,Lebanon,564.368817204301,,83.4933,20078620356.9931,-0.760584470257314,3477.72489842684,,,77.817,5773493.0
LB,Lebanon,2022,,ST.INT.ARVL,Lebanon,561.533626588465,,82.798,20992421948.8081,-0.621678970663112,3654.35845534878,,392.38327026,78.003,5744489.0
LB,Lebanon,2021,,ST.INT.ARVL,Lebanon,558.956207233627,1603134.0,82.656,23131941556.7843,-7.00123862514116,4045.37391066234,2.73,311.84085083,73.65,5718122.0
LB,Lebanon,2020,,ST.INT.ARVL,Lebanon,557.419159335288,1077762.0,82.0665,31712128253.7961,-21.3998996914321,5561.19166950397,2.73,518.296875,76.299,5702398.0
